Gene	SRR11319298	SRR11319299	SRR11319300	SRR11319307	SRR11319308	SRR11319309
LOC101927656	0	0	0	0	1	0
RPF1	1824	1491	2064	1943	1888	1549
GNG5	2312	1970	2491	2268	1978	1794
SPATA1	11	15	5	11	10	10
CTBS	645	575	697	577	570	471
LOC101927773	3	0	7	1	0	0
C1orf180	2	1	2	2	2	2
SSX2IP	2813	2497	3190	3076	2895	2393
LOC102724892	0	2	2	4	1	2
LPAR3	632	614	737	580	498	399
MCOLN2	36	57	58	83	52	41
MCOLN3	323	280	318	341	315	252
WDR63	35	17	20	24	13	18
MIR4423	0	0	0	0	0	0
SYDE2	451	439	506	558	528	376
C1orf52	1088	991	1279	1262	1145	958
BCL10	1806	1424	1831	1868	1736	1364
LOC646626	10	8	9	14	8	10
DDAH1	3540	3244	4080	3799	3369	2734
LOC101930232	4	3	1	3	2	1
CYR61	3672	3364	4226	5504	4626	3739
ZNHIT6	2859	2444	3031	2864	2639	2093
COL24A1	27	41	31	27	22	24
ODF2L	1134	922	1090	1200	1028	888
MIR7856	2	5	2	2	1	5
CLCA2	96	82	64	89	90	73
CLCA1	0	0	0	0	0	0
CLCA4	2	4	2	2	5	1
CLCA3P	2	1	3	1	1	0
SH3GLB1	3648	3184	3847	3749	3517	2925
SEP15	8121	7047	8624	9233	8411	6932
HS2ST1	4350	3718	4485	5002	4790	3709
LINC01140	7	8	6	19	21	16
LOC101927844	0	0	1	0	3	0
LMO4	1183	1111	1418	1089	944	848
RP4-544H6.2	0	0	0	0	0	0
LOC101927871	0	0	0	0	0	0
RP11-76N22.2	7	3	3	5	7	5
PKN2	9413	7970	9828	9633	9048	7503
GTF2B	1410	1166	1470	1613	1466	1259
CCBL2	1476	1202	1636	1612	1339	1100
RBMXL1	1058	823	975	847	820	733
GBP3	128	119	106	122	87	84
GBP1	2007	1623	1757	1395	1275	1034
GBP2	482	453	426	367	346	291
GBP7	18	16	11	11	9	7
GBP4	573	465	393	56	27	43
GBP5	4	4	2	0	0	0
LOC729930	1	0	0	0	1	1
GBP6	1	0	2	0	1	1
GBP1P1	39	31	36	30	26	24
LRRC8B	1991	1722	2158	2318	2072	1827
FLJ27354	16	6	17	15	11	12
LRRC8C	1277	1057	1254	1318	1120	945
LOC102723361	2	1	5	7	6	5
LOC101927952	6	2	2	2	1	2
LOC101927933	0	0	0	0	0	1
LOC101927975	1	1	4	2	0	0
LRRC8D	1699	1479	1865	1595	1389	1024
GEMIN8P4	109	97	120	132	100	95
ZNF326	2608	2107	2524	2527	2262	2008
BARHL2	0	0	1	0	0	0
LOC149351	80	52	82	43	47	43
ZNF644	5588	4554	5772	6163	5887	4853
LOC102723410	3	2	0	2	4	0
HFM1	2	6	4	5	8	8
CDC7	3165	2709	3461	3341	2977	2441
LOC102723436	1	0	0	0	0	0
TGFBR3	266	275	306	384	363	243
BRDT	0	0	0	1	1	0
EPHX4	113	120	154	123	87	97
SETSIP	104	156	117	123	111	197
BTBD8	56	56	68	85	71	47
KIAA1107	357	300	340	333	290	250
C1orf146	3	4	3	5	4	2
GLMN	920	807	909	1045	1024	844
RPAP2	1083	984	1176	1295	1082	927
GFI1	118	94	132	122	131	120
EVI5	1140	955	1233	1332	1259	877
RPL5	34778	30038	38324	36018	31880	27404
FAM69A	612	584	737	529	517	387
SNORD21	4	6	15	9	2	5
SNORA66	8	24	16	21	9	12
MTF2	2162	1825	2230	2315	2165	1814
TMED5	4506	3660	4456	4164	4134	3242
CCDC18	1485	1262	1605	1646	1433	1234
LOC100131564	255	200	229	207	183	177
DR1	4420	3798	4533	4586	4046	3345
FNBP1L	3720	3127	3872	3849	3494	3059
TRNAC-GCA	5	0	1	5	1	3
BCAR3	2048	1874	2266	2126	1885	1367
RP5-1033H22.2	11	9	7	10	12	13
LOC102723480	18	16	25	24	17	14
MIR760	0	0	0	0	0	0
TRNAR15	0	3	3	2	1	5
DNTTIP2	4108	3401	4443	4679	4207	3505
GCLM	4102	3415	4274	4180	3731	3083
ABCA4	2	3	2	4	6	5
ARHGAP29	8958	8306	10645	10867	9895	7983
LOC100505940	0	1	3	10	7	4
ABCD3	4863	4141	5197	6065	5360	4435
F3	31292	26928	33921	32070	29089	23506
LOC102723542	167	114	170	154	159	129
LINC01057	115	104	142	129	129	102
MIR378G	0	0	1	0	1	0
SLC44A3	1128	911	1116	1179	1033	859
CNN3	6586	5733	7276	8443	7343	6134
RP4-639F20.1	34	29	39	63	46	27
ALG14	524	454	595	604	522	421
LOC101928098	0	0	0	2	0	0
TMEM56	2517	2226	2514	2697	2588	2033
TMEM56-RWDD3	21	21	18	24	23	16
RP11-57H12.3	12	5	8	9	6	8
RWDD3	319	316	341	311	342	247
LOC100996630	0	0	0	2	0	0
LOC101928169	0	0	1	1	0	0
FLJ31662	0	0	1	0	0	0
RP11-286B14.1	5	4	1	4	3	6
LOC101928219	0	2	6	0	3	2
LOC102723661	0	1	0	0	0	0
RP5-898J17.1	0	0	0	0	0	0
PTBP2	1300	1136	1273	1271	1194	1024
DPYD	784	642	666	497	510	381
DPYD-AS1	0	0	0	0	1	0
DPYD-AS2	0	0	0	0	1	0
LOC102723700	0	0	0	0	0	0
MIR137HG	0	0	0	0	1	0
MIR2682	0	0	0	0	0	0
MIR137	0	0	0	0	0	0
RP5-1070A16.1	0	1	1	5	0	2
SNX7	1882	1637	1974	1721	1603	1249
LPPR5	6	7	5	14	14	18
RP5-896L10.1	1	0	0	0	0	0
LPPR4	9	6	12	17	18	10
RP11-413P11.1	0	0	0	0	0	0
PALMD	9	13	6	10	7	14
FRRS1	2099	1899	2294	1937	1834	1421
AGL	3079	2491	3065	3202	2867	2287
LOC101930120	0	0	0	1	0	0
SLC35A3	4678	3944	4674	4229	3902	3019
HIAT1	6722	5998	6685	4818	4372	3598
SASS6	2580	2165	2648	2456	2279	1903
TRMT13	1146	951	1106	1121	935	882
LRRC39	27	26	19	32	21	27
DBT	4623	4016	4612	4827	4299	3308
RP11-305E17.6	29	11	35	27	40	33
RTCA	2336	1869	2415	2366	1970	1652
MIR553	1	3	0	1	1	1
CDC14A	392	332	351	340	338	233
GPR88	0	0	0	1	0	0
RP11-84O12.4	0	0	0	0	0	0
VCAM1	0	0	1	1	3	0
EXTL2	852	745	933	1008	883	642
SLC30A7	2978	2579	3232	3324	2971	2269
DPH5	1318	1092	1311	1300	1127	943
LOC102606465	130	112	137	133	108	86
LOC101928334	0	0	0	0	0	0
LOC101928370	1	0	0	0	0	2
S1PR1	10	9	5	8	6	7
LOC102723784	0	0	0	0	0	0
OLFM3	1	0	0	0	0	2
DNAJA1P5	1	0	0	0	0	0
COL11A1	46	40	54	34	54	31
LOC101928436	4	1	2	2	8	4
RNPC3	680	558	694	694	703	629
AMY2B	77	68	60	69	61	48
ACTG1P4	12	16	8	13	3	8
AMY2A	0	0	0	1	2	0
AMY1A	0	0	0	0	0	0
AMY1B	0	0	0	1	0	0
AMY1C	0	0	0	0	0	0
LOC100129138	2	0	0	0	1	0
RP11-251P6.1	0	0	0	0	0	0
PRMT6	1297	1186	1458	1253	1111	986
NTNG1	14	19	16	17	14	14
LOC102724829	0	0	0	0	0	0
VAV3	771	580	668	599	496	416
MIR7852	0	0	0	0	0	0
VAV3-AS1	0	0	0	0	0	0
SLC25A24	4546	3970	4969	4566	4232	3432
NBPF4	0	0	0	0	0	0
LOC400768	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0
FAM102B	2049	1755	2227	2017	1782	1447
HENMT1	1738	1413	1812	1808	1607	1378
PRPF38B	9591	7936	9352	9541	8676	7439
FNDC7	2	6	2	23	40	37
STXBP3	3077	2808	3307	3377	3200	2686
AKNAD1	0	2	4	5	6	12
SPATA42	0	2	0	0	0	0
GPSM2	4225	3673	4608	3614	3285	2608
CLCC1	3583	2969	3616	3666	3408	2605
WDR47	2086	1859	2346	2414	2162	1688
TAF13	997	897	1128	1368	1130	1001
TMEM167B	2218	2009	2297	2150	1831	1446
SCARNA2	26	17	33	31	25	22
C1orf194	4	1	5	3	3	3
KIAA1324	154	158	165	237	232	169
SARS	11247	10145	12861	11811	10050	8503
CELSR2	18432	16979	19756	18194	16039	12459
PSRC1	1759	1531	2066	1524	1259	1032
MYBPHL	1	2	2	4	9	2
SORT1	8785	7156	9394	9606	8572	6925
PSMA5	7667	6798	8605	8431	7434	6184
SYPL2	17	10	13	19	13	8
ATXN7L2	370	324	420	427	392	319
CYB561D1	1253	1146	1319	1236	1097	838
AMIGO1	249	239	288	275	224	232
GPR61	3	2	4	2	3	8
LOC101928560	16	11	11	24	10	18
GNAI3	9828	8677	10933	10564	9727	7771
MIR197	7	0	9	2	4	5
GNAT2	46	38	40	91	92	39
AMPD2	1412	1225	1599	1553	1323	1052
GSTM4	615	509	609	658	564	495
GSTM2	9	7	5	4	1	8
GSTM1	0	1	1	1	0	0
GSTM5	0	0	0	0	0	0
GSTM3	48	54	55	56	58	34
EPS8L3	2	2	0	0	0	1
CSF1	423	414	519	429	366	302
AHCYL1	10117	9003	11268	10467	9347	7809
STRIP1	1626	1507	1721	1859	1521	1377
ALX3	149	118	137	122	114	81
UBL4B	6	9	2	2	5	6
SLC6A17	118	146	181	174	203	136
KCNC4-AS1	6	1	2	0	0	1
KCNC4	234	183	261	243	182	165
RP5-1074L1.1	20	17	18	17	30	16
RBM15	1844	1549	2064	1764	1649	1326
SLC16A4	90	84	90	112	94	92
LAMTOR5	2679	2479	2936	2927	2500	2275
LAMTOR5-AS1	11	3	6	17	8	6
PROK1	1	1	1	1	3	3
CYMP	1	1	0	4	0	0
LOC440602	0	0	0	0	0	1
KCNA10	0	0	0	0	0	0
KCNA2	0	0	1	1	1	0
KCNA3	0	0	0	0	0	0
CD53	3	1	4	12	7	9
LRIF1	1900	1632	1950	1882	1674	1537
DRAM2	2330	2027	2519	2108	1770	1525
CEPT1	2139	1727	2132	2096	1928	1592
DENND2D	1711	1297	1646	1583	1299	1149
CHI3L2	0	0	0	0	1	0
CHIAP2	0	0	0	1	0	0
CHIA	1	0	0	1	1	1
PIFO	20	26	13	34	22	13
PGCP1	0	0	0	0	0	2
OVGP1	49	32	44	60	53	38
WDR77	3236	2880	3610	3641	3182	2561
ATP5F1	10944	9386	12343	12509	11047	8884
C1orf162	1	5	7	19	5	8
ADORA3	0	0	0	0	1	1
LINC01160	4	0	1	5	4	4
RAP1A	4128	3581	4267	4181	4091	3445
FAM212B	223	192	229	247	246	178
FAM212B-AS1	0	0	1	2	0	0
LOC101928718	0	2	0	3	2	1
DDX20	1840	1540	2106	2089	1862	1486
KCND3	1	0	3	0	5	3
KCND3-IT1	0	0	0	0	0	0
LOC643355	0	0	0	0	0	0
LOC101928754	0	0	1	0	0	0
CTTNBP2NL	2870	2282	2842	3100	2855	2251
MIR4256	1	0	2	0	1	2
WNT2B	32	26	35	45	34	26
ST7L	724	575	701	741	622	537
CAPZA1	23453	19981	25302	24831	22801	19731
MOV10	3241	2910	3634	3341	2857	2357
RHOC	4081	3775	4811	4820	4118	3367
PPM1J	143	137	136	145	123	98
FAM19A3	34	44	43	72	33	33
LOC128322	0	0	0	1	0	0
RP11-426L16.8	172	176	193	160	172	107
SLC16A1	14443	12595	15376	15292	14036	11315
AKR7A2P1	19	17	17	27	17	13
SLC16A1-AS1	94	89	96	95	78	70
LOC101930375	28	23	31	36	23	11
RP11-31F15.2	21	20	34	33	28	22
LRIG2	1090	889	1268	1216	1112	918
LOC102723919	225	207	205	273	196	164
LOC643441	0	2	1	2	4	1
MAGI3	2113	1747	2115	2371	2125	1801
PHTF1	567	475	558	831	646	577
RSBN1	1794	1625	2041	1758	1589	1349
PTPN22	0	0	3	5	1	5
RP5-1073O3.2	0	0	0	0	0	0
AP4B1-AS1	14	12	23	27	29	15
BCL2L15	6	7	8	13	9	14
AP4B1	393	338	428	505	442	328
DCLRE1B	1256	1143	1489	1491	1281	1056
RP5-1073O3.7	7	9	10	14	17	12
HIPK1	9215	8083	10103	9753	9028	7106
OLFML3	0	0	0	0	1	4
SYT6	0	0	0	1	0	0
TRIM33	6737	5814	6937	6989	6560	5425
LOC101928890	4	7	3	6	8	7
BCAS2	2830	2377	2968	3270	2929	2688
DENND2C	675	624	784	759	655	595
AMPD1	9	6	12	44	38	31
NRAS	12265	10980	13346	13240	12363	10060
CSDE1	65231	56296	73171	77898	70864	60184
SIKE1	4729	4162	4897	4863	4550	3702
SYCP1	2	1	0	0	0	0
TSHB	0	0	0	0	0	0
TSPAN2	43	39	44	63	49	35
NGF	0	0	1	0	1	2
VANGL1	4508	4014	4915	4650	4161	3327
CASQ2	0	0	2	0	1	1
NHLH2	14	12	6	11	13	6
LOC101928977	0	1	1	1	1	0
SLC22A15	466	381	381	451	415	331
MAB21L3	8	4	11	6	9	5
ATP1A1	26969	23270	29497	27795	25245	20498
ATP1A1OS	128	94	142	135	123	101
RP4-655J12.4	1	3	4	4	3	0
CD58	920	869	1009	907	810	734
MIR548AC	0	0	6	4	1	2
IGSF3	2470	2437	3046	3188	2777	2275
MIR320B1	0	0	0	0	0	0
C1orf137	0	0	0	0	0	0
CD2	0	0	0	0	0	0
PTGFRN	9577	8773	10887	9798	8844	6873
CD101	118	96	96	102	111	72
RP11-27K13.3	55	40	63	42	52	39
TTF2	5208	4663	5679	5019	4450	3801
MIR942	0	0	0	1	2	1
TRIM45	353	317	342	391	353	296
VTCN1	4	8	7	23	11	7
MAN1A2	6632	5481	6957	7094	6847	5971
FAM46C	106	55	74	159	139	120
GDAP2	1680	1433	1844	1840	1771	1298
WDR3	4487	3920	4933	4581	4149	3303
SPAG17	12	17	11	26	14	16
TBX15	25	17	33	32	27	10
WARS2	1056	927	1208	1121	1046	883
RP11-418J17.1	43	45	52	51	52	40
HAO2	0	0	0	0	0	0
HAO2-IT1	0	0	0	0	0	0
HSD3B2	0	0	0	0	0	1
HSD3B1	0	0	0	0	0	0
HSD3BP4	2	2	1	7	2	1
LINC00622	3	5	2	5	8	5
ZNF697	306	288	337	313	273	267
PHGDH	10953	9886	12613	10157	8881	7118
HMGCS2	0	1	0	1	0	0
REG4	0	0	0	0	0	0
NBPF7	0	0	0	1	0	1
ADAM30	0	0	0	1	1	3
NOTCH2	15300	13716	17201	15922	14289	11398
LOC101929178	0	1	0	3	2	2
SEC22B	2775	2207	2781	2897	2575	2175
LOC100996723	7	9	13	15	5	6
LOC101929786	37	27	22	29	19	18
LOC101929788	0	0	0	0	0	0
NBPF8	506	508	611	543	430	412
PFN1P2	36	34	36	37	29	26
LOC102724372	5	3	8	12	5	10
LOC100996724	704	663	762	762	645	567
LOC101929792	55	49	59	74	65	63
LOC101929796	72	65	66	70	87	66
LOC102724282	0	0	0	2	0	0
NBPF26	381	341	403	426	369	336
TRNAN5	0	1	1	0	0	0
RNVU1-19	4	3	5	5	1	2
PPIAL4B	4	9	6	6	8	3
LINC00623	201	133	177	158	134	120
RNVU1-4	3	4	2	1	5	4
TRNAN22	1	0	0	0	0	0
LINC00623_1	2	5	0	0	1	0
LOC100996721	0	0	0	0	0	0
TRNAG-CCC_1	0	0	0	0	2	0
TRNAV-CAC	0	0	0	0	0	0
LOC101929798	0	0	0	0	0	0
TRNAN-GUU_1	0	0	0	0	0	0
FCGR1B	1	0	0	3	2	5
LOC100996318	3	0	5	0	4	0
HIST2H2BA	3	4	6	2	4	2
FAM72B	547	455	592	448	371	343
LOC102724451	4	3	3	3	4	5
SRGAP2C	430	345	466	434	378	337
SRGAP2-AS1	3	1	2	1	3	1
EMBP1	99	146	139	131	120	99
LOC101929814	0	0	0	0	0	0
LOC100996735	9	5	13	11	15	5
LOC101929815	0	0	0	0	0	0
LOC101927452	0	0	0	0	0	0
NBPF23P	0	0	0	0	0	0
TRNAQ20	0	0	0	0	0	0
RNVU1-17	0	0	0	0	0	0
RNVU1-18	0	0	0	0	0	0
LOC101929561	1	0	0	0	0	1
TRNAN3	0	0	0	0	0	0
LOC388692	5	3	2	1	2	3
TRNAV16	0	0	0	1	0	0
TRNAV25	0	0	0	0	0	0
RP11-353N4.5	0	0	0	0	0	0
TRNAN29	0	0	0	0	0	0
FCGR1C	0	0	0	0	0	0
LOC100996713	0	0	0	0	0	0
FAM72C	100	62	99	86	78	66
SRGAP2D	162	161	167	186	133	113
LOC102724504	0	1	0	1	1	0
LOC101929803	0	0	0	0	0	0
LOC100996732	1	0	2	0	2	0
LOC101927333	0	0	0	0	0	0
PPIAL4E	0	0	0	0	0	0
RNVU1-15	0	0	0	0	1	0
TRNAN27	0	0	0	0	0	0
NBPF15	236	191	205	235	203	167
TRNAN15	0	0	0	0	0	0
PPIAL4F	1	1	0	0	0	1
LOC101929826	0	0	0	0	0	0
LOC101927429	0	0	0	1	0	0
RP11-14N7.2	5	6	8	1	2	7
SRGAP2B	147	148	141	143	138	130
LOC102724255	0	0	1	0	5	2
FAM72D	202	164	203	174	162	138
TRNAN-GUU_2	0	0	0	0	0	0
LOC101929805	1	2	1	0	1	1
TRNAV-CAC_1	0	0	1	1	0	0
TRNAV-CAC_2	1	0	0	0	0	0
LOC102724235	21	11	16	16	13	13
LOC100996741	13	6	17	14	9	6
LOC100996740	10	5	5	9	5	5
PPIAL4D	0	0	0	0	0	0
RNVU1-14	8	4	6	0	4	3
TRNAN1	0	0	0	0	0	0
NBPF20	115	90	144	163	163	137
TRNAQ-CUG	0	0	0	0	0	0
TRNAN-GUU_3	0	0	0	0	0	0
LOC102724173	0	1	0	0	0	0
LOC101060254	0	1	0	1	1	1
NBPF25P	34	29	34	36	29	25
GPR89A	140	122	134	158	150	97
PDZK1	15	8	11	18	12	14
CD160	11	5	12	12	12	5
RNF115	662	582	782	783	730	588
POLR3C	726	595	760	743	673	581
NUDT17	27	21	36	23	21	34
PIAS3	743	641	905	799	701	611
MIR6736	0	0	0	0	0	0
ANKRD35	0	4	4	3	7	1
ITGA10	22	15	12	34	20	19
PEX11B	603	569	658	777	641	521
GNRHR2	19	14	19	25	11	16
RBM8A	3623	3027	3994	4121	3928	3156
LIX1L	591	497	621	620	521	409
POLR3GL	287	252	308	271	239	189
ANKRD34A	31	24	22	35	36	12
TXNIP	3980	3600	4164	4086	3663	2876
HFE2	0	0	0	0	0	0
TRNAE21	0	0	0	0	0	0
TRNAG11	0	0	0	0	0	0
TRNAH4	0	0	0	0	0	1
TRNAK20	0	0	0	0	0	0
RNVU1-6	3	3	4	6	0	1
RP11-458D21.1	35	25	31	39	37	18
NBPF10	75	44	75	71	76	67
NOTCH2NL	105	94	111	112	101	52
NUDT4P2	0	1	0	0	0	0
LOC102724364	13	20	14	26	33	21
TRNAN-GUU_4	0	1	0	0	1	0
LOC100996756	4	0	1	1	2	0
LOC102724558	0	0	0	0	0	1
LOC102724573	0	0	0	0	0	0
HYDIN2	5	6	9	13	7	3
NBPF12	326	258	310	298	304	308
LOC101929781	0	0	1	3	0	1
LOC728989	1	1	2	1	3	0
TRNAH10	0	0	0	0	0	0
NBPF13P	0	0	3	0	0	0
PRKAB2	868	773	935	855	717	674
CHD1L	1461	1347	1682	1511	1379	1096
PDIA3P1	234	241	253	233	221	242
FMO5	37	41	43	38	29	31
LINC00624	1	2	1	3	1	0
BCL9	503	396	476	488	457	367
ACP6	201	205	263	260	171	154
LOC102723321	0	0	0	0	0	0
GJA5	0	0	0	0	0	0
GJA8	0	0	0	0	0	0
GPR89B	74	64	87	82	88	77
TRNAQ13	0	0	0	0	0	0
RNVU1-7	1	0	1	1	0	0
TRNAN19	0	0	0	0	0	0
NBPF11	157	153	175	240	167	141
LOC100505824	0	0	0	0	2	1
LOC101929257	0	0	0	0	0	0
RP4-565E6.1	0	0	1	0	0	0
TRNAQ8	0	0	0	1	3	0
LOC284561	4	3	5	10	3	1
TRNAH9	0	0	0	0	0	0
LOC101929325	1	0	2	0	1	2
TRNAH7	0	0	0	0	0	0
TRNAQ3	0	0	1	2	0	0
MIR5087	0	0	1	0	0	0
LOC102724893	2	0	0	0	0	1
RNVU1-10	1	6	5	3	2	3
MIR6077-2	1	0	0	1	0	0
RP6-206I17.2	19	17	18	22	22	22
RNVU1-3	4	2	3	4	5	1
LINC01138	82	67	72	67	57	41
PPIAL4G	1	5	1	2	4	1
TRNAN5_1	0	0	0	0	0	1
